50
  34 	    30887 	   27
  16 	    31794 	   52
  37 	    24493 	   76
  22 	    30363 	   98
  41 	    20060 	  121
  27 	    24541 	  157
  23 	     3737 	  183
  19 	     6568 	  207
  33 	     9531 	  224
  24 	     6068 	  234
  30 	    35803 	  261
   9 	    17070 	  273
  44 	    10457 	  304
  43 	    20230 	  322
  22 	    28920 	  336
  38 	    23199 	  365
  16 	    20371 	  403
  27 	       92 	  438
   7 	     9874 	  470
  21 	    34997 	  501
   6 	    20926 	  515
  28 	     8337 	  550
  47 	    21730 	  563
   8 	    20125 	  563
  33 	     4546 	  592
  18 	    27435 	  606
  44 	    29751 	  613
   9 	     9277 	  621
  39 	    13585 	  654
   2 	    28755 	  673
  33 	    27061 	  699
  19 	    27740 	  736
  27 	    26587 	  775
  40 	    24796 	  785
  35 	    28379 	  802
   2 	    34098 	  804
  18 	    30493 	  811
   7 	    21302 	  831
  37 	     1442 	  846
  40 	    16445 	  860
  41 	    24730 	  896
  18 	    26098 	  907
  32 	     2676 	  916
  28 	    12568 	  932
  48 	    28354 	  938
  16 	    31307 	  976
  20 	     8625 	 1004
  22 	    17733 	 1048
   4 	    10020 	 1048
  19 	    19709 	 1068
