100
  34 	    42887 	   27
  16 	    43794 	   52
  37 	      493 	   76
  22 	    66363 	   98
  41 	    20060 	  121
  27 	    12541 	  157
  23 	    27737 	  183
  19 	    30568 	  207
  33 	    21531 	  224
  24 	    66068 	  234
  30 	    11803 	  261
   9 	    17070 	  273
  44 	    22457 	  304
  43 	    32230 	  322
  22 	    16920 	  336
  38 	    59199 	  365
  16 	    68371 	  403
  27 	       92 	  438
   7 	    45874 	  470
  21 	    22997 	  501
   6 	    44926 	  515
  28 	    32337 	  550
  47 	    81730 	  563
   8 	    56125 	  563
  33 	    52546 	  592
  18 	     3435 	  606
  44 	    29751 	  613
   9 	    33277 	  621
  39 	    13585 	  654
   2 	     4755 	  673
  33 	    63061 	  699
  19 	    39740 	  736
  27 	    62587 	  775
  40 	      796 	  785
  35 	    28379 	  802
   2 	    34098 	  804
  18 	    30493 	  811
   7 	    45302 	  831
  37 	     1442 	  846
  40 	     4445 	  860
  41 	    12730 	  896
  18 	    38098 	  907
  32 	    26676 	  916
  28 	    24568 	  932
  48 	    40354 	  938
  16 	    67307 	  976
  20 	    80625 	 1004
  22 	    77733 	 1048
   4 	    22020 	 1048
  19 	    19709 	 1068
  41 	    70150 	 1074
  24 	    26619 	 1084
  47 	     5452 	 1115
   6 	     4380 	 1158
  15 	    32229 	 1159
   1 	    81194 	 1199
  35 	    83765 	 1223
  15 	    32988 	 1249
  44 	    22492 	 1266
  16 	    65860 	 1282
  33 	    36552 	 1299
  29 	    21276 	 1301
  25 	    36122 	 1309
  46 	    36030 	 1346
  36 	    21794 	 1369
  29 	    82144 	 1375
  29 	    59530 	 1386
   5 	    68444 	 1429
  14 	    46539 	 1470
  41 	    18905 	 1483
  29 	    26689 	 1507
  18 	    45918 	 1543
  25 	    43744 	 1558
  34 	    70491 	 1572
  23 	    66726 	 1591
  41 	    25506 	 1620
   5 	    37787 	 1659
  33 	    76543 	 1703
  48 	    51508 	 1703
   5 	     8349 	 1744
  23 	    63829 	 1758
  44 	    59747 	 1781
  41 	    59423 	 1807
  11 	    31606 	 1823
  12 	    77731 	 1866
   6 	    25321 	 1892
  45 	    52627 	 1934
  16 	    38709 	 1935
  33 	    53259 	 1949
  38 	    82063 	 1963
   1 	    36037 	 1980
  50 	    59380 	 1990
  19 	    42072 	 2023
  32 	    43882 	 2033
  34 	    29895 	 2058
  14 	    69200 	 2069
  50 	     4997 	 2108
  24 	    64814 	 2126
  41 	    65096 	 2137
  17 	     5085 	 2152
